1_singular_maskulin_nominativ;1_singular_maskulin_akkusativ;1_singular_maskulin_dativ;1_singular_maskulin_genitiv;1_singular_feminin_nominativ;1_singular_feminin_akkusativ;1_singular_feminin_dativ;1_singular_feminin_genitiv;1_singular_neutrum_nominativ;1_singular_neutrum_akkusativ;1_singular_neutrum_dativ;1_singular_neutrum_genitiv;1_plural_nominativ;1_plural_akkusativ;1_plural_dativ;1_plural_genitiv;2_singular_maskulin_nominativ;2_singular_maskulin_akkusativ;2_singular_maskulin_dativ;2_singular_maskulin_genitiv;2_singular_feminin_nominativ;2_singular_feminin_akkusativ;2_singular_feminin_dativ;2_singular_feminin_genitiv;2_singular_neutrum_nominativ;2_singular_neutrum_akkusativ;2_singular_neutrum_dativ;2_singular_neutrum_genitiv;2_plural_nominativ;2_plural_akkusativ;2_plural_dativ;2_plural_genitiv;3_singular_maskulin_nominativ;3_singular_maskulin_akkusativ;3_singular_maskulin_dativ;3_singular_maskulin_genitiv;3_singular_feminin_nominativ;3_singular_feminin_akkusativ;3_singular_feminin_dativ;3_singular_feminin_genitiv;3_singular_neutrum_nominativ;3_singular_neutrum_akkusativ;3_singular_neutrum_dativ;3_singular_neutrum_genitiv;3_plural_nominativ;3_plural_akkusativ;3_plural_dativ;3_plural_genitiv
mein;meinen;meinem;meines;meine;meine;meiner;meiner;mein;mein;meinem;meines;meine;meine;meinen;meiner;dein;deinen;deinem;deines;deine;deine;deiner;deiner;dein;dein;deinem;deines;deine;deine;deinen;deiner;sein;seinen;seinem;seines;seine;seine;seiner;seiner;sein;sein;seinem;seines;seine;seine;seinen;seiner
