singular_1_nominativ;singular_1_genitiv;singular_1_dativ;singular_1_akkusativ;singular_2_nominativ;singular_2_genitiv;singular_2_dativ;singular_2_akkusativ;singular_3_nominativ;singular_3_genitiv;singular_3_dativ;singular_3_akkusativ;plural_1_nominativ;plural_1_genitiv;plural_1_dativ;plural_1_akkusativ;plural_2_nominativ;plural_2_genitiv;plural_2_dativ;plural_2_akkusativ;plural_3_nominativ;plural_3_genitiv;plural_3_dativ;plural_3_akkusativ;hoeflichkeitsform_2_nominativ;hoeflichkeitsform_2_genitiv;hoeflichkeitsform_2_dativ;hoeflichkeitsform_2_akkusativ
ich;meiner;mir;mich;du;deiner;dir;dich;er;seiner;ihm;ihn;wir;unser;uns;uns;ihr;euer;euch;euch;sie;ihrer;ihren;sie;Sie;Ihrer;Ihnen;Sie
